Symbol,LTP,SMMA20,SMMA120,RSI,Signal,Confidence,Reason,Historical Rows,Scan Time
MONEYBOXX-EQ,60.0,62.34,64.7,45.45,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:02:12
HILINFRA-EQ,45.2,46.08,50.77,46.53,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:02:14
STUDDS-EQ,420.2,450.54,484.9,31.6,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:02:15
EIHOTEL-EQ,298.5,321.85,326.82,31.43,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:02:19
RVNL-EQ,229.8,233.67,278.71,48.74,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:02:22
BLUSPRING-EQ,121.51,108.27,77.75,62.45,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:02:23
VIKRAMSOLR-EQ,159.58,183.23,203.5,30.45,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:02:28
THELEELA-EQ,499.75,483.32,441.91,54.96,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:02:35
JAYKAY-EQ,149.1,165.2,166.97,35.32,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:02:36
IVALUE-EQ,283.45,277.54,256.69,53.42,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:02:38
MOMENTUM30-EQ,31.14,30.62,30.53,58.16,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:02:39
GKSL-EQ,133.16,130.15,119.19,58.95,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,153,2026-08-12 20:02:43
NV20BEES-EQ,141.15,141.29,146.13,49.4,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:02:45
SILVERTUC-EQ,205.88,192.19,151.93,60.25,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:02:51
KSOLVES-EQ,273.3,284.94,288.65,39.21,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:02:52
VERANDA-EQ,251.35,239.87,205.56,56.67,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:02:56
GIPCL-EQ,174.05,161.52,151.25,68.6,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:03:03
INDOBORAX-EQ,449.05,402.02,309.05,59.68,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:03:05
PONNIERODE-EQ,328.3,318.61,293.01,56.21,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:03:06
RAMAPHO-EQ,123.1,125.7,135.51,45.35,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:03:12
WELSPUNLIV-EQ,165.23,159.55,139.62,55.1,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:03:13
SYNGENE-EQ,408.65,417.14,469.19,47.57,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:03:14
LFIC-EQ,141.8,142.47,143.64,49.13,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,167,2026-08-12 20:03:16
NFL-EQ,71.92,72.94,76.85,45.72,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:03:17
GLOBAL-EQ,103.0,102.62,98.2,51.29,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:03:19
CTE-EQ,37.0,33.66,32.72,62.45,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:03:26
DOLATALGO-EQ,69.79,70.73,76.46,48.99,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:03:30
GLOBALVECT-EQ,156.5,160.95,171.48,44.32,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:03:31
RSYSTEMS-EQ,240.1,252.61,297.09,41.21,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:03:34
HDFCSML250-EQ,184.44,180.15,167.86,59.85,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:03:35
SARLAPOLY-EQ,101.25,100.09,91.22,51.77,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:03:39
HDFCMOMENT-EQ,31.43,30.89,30.78,60.72,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:03:42
HUBTOWN-EQ,178.19,194.35,209.85,34.22,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:03:44
PARACABLES-EQ,68.22,64.93,48.69,56.79,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:03:46
GEOJITFSL-EQ,78.05,77.29,71.41,51.14,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:03:48
TEXMOPIPES-EQ,42.77,43.67,45.05,44.09,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:03:50
ARCHIDPLY-EQ,92.2,83.19,82.55,66.76,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:03:53
BLAL-EQ,170.9,178.38,186.71,33.41,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:03:55
MANAPPURAM-EQ,354.5,344.71,306.79,52.26,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:03:56
AMNPLST-EQ,200.0,195.79,180.35,54.45,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:04:02
MAHEPC-EQ,107.52,111.43,117.33,42.03,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:04:03
AEROFLEX-EQ,446.55,428.96,313.53,54.31,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:04:06
LGHL-EQ,201.98,211.45,250.86,42.38,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:04:09
ARIHANTSUP-EQ,257.7,260.83,267.73,45.09,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:04:17
GHCLTEXTIL-EQ,116.45,110.38,88.86,55.62,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:04:18
INCREDIBLE-EQ,32.25,33.34,35.14,43.74,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:04:19
ATAM-EQ,65.29,67.11,70.2,45.11,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:04:21
JITFINFRA-EQ,349.0,337.37,312.9,53.14,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:04:29
SCHAND-EQ,138.3,147.3,154.77,30.8,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:04:33
BBTCL-EQ,224.2,218.28,198.62,53.64,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:04:37
IRFC-EQ,88.26,90.53,102.2,43.03,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:04:39
TVTODAY-EQ,114.07,116.85,119.42,42.09,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:04:47
NTPC-EQ,338.5,350.69,361.41,38.85,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:04:50
HARRMALAYA-EQ,222.5,214.43,192.57,56.89,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:04:59
ORICONENT-EQ,52.66,55.79,61.18,37.61,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:05:03
FINIETF-EQ,33.39,32.76,31.91,56.26,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:05:04
ITC-EQ,276.5,285.33,311.48,37.06,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:05:14
CIEINDIA-EQ,411.7,436.38,444.53,37.54,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:05:15
CENTRALBK-EQ,31.28,31.77,34.58,46.65,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:05:17
UTTAMSUGAR-EQ,253.53,239.35,233.82,61.61,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:05:30
ADVANIHOTR-EQ,50.15,51.77,53.83,39.46,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:05:36
IDBI-EQ,82.46,83.17,87.86,44.13,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:05:43
GUJAPOLLO-EQ,350.0,361.63,391.59,43.91,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:05:44
HGM-EQ,49.19,50.74,56.05,46.58,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:05:48
DBL-EQ,414.0,432.44,442.16,42.8,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:05:50
MMTC-EQ,64.43,64.41,63.34,52.11,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:05:52
ASIANTILES-EQ,53.12,54.04,62.94,49.05,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:05:54
HINDPETRO-EQ,390.15,392.77,405.92,47.3,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:05:58
FLAIR-EQ,249.45,261.35,293.48,40.66,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:06:00
GICHSGFIN-EQ,149.31,150.94,155.6,46.33,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:06:01
HDFCNEXT50-EQ,76.0,74.06,71.02,65.34,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:06:03
DBOL-EQ,113.81,109.28,102.93,57.56,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:06:04
GANDHAR-EQ,236.28,215.42,164.79,55.54,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:06:08
GENESYS-EQ,208.0,211.35,212.22,47.15,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:06:10
WAAREEINDO-EQ,299.0,354.24,402.55,33.54,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,166,2026-08-12 20:06:11
GRMOVER-EQ,91.38,98.22,139.04,44.37,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:06:19
UNIONBANK-EQ,187.0,173.35,172.16,68.82,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:06:22
SJVN-EQ,67.11,69.84,72.89,33.91,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:06:24
UNIENTER-EQ,97.17,101.09,111.34,37.26,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:06:26
KCP-EQ,152.99,161.91,165.5,37.45,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:06:30
GSEC10YEAR-EQ,30.65,30.37,29.9,56.14,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,167,2026-08-12 20:06:35
FMGOETZE-EQ,489.0,471.57,445.39,60.38,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:06:39
BVCL-EQ,40.81,41.69,42.27,45.05,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:06:40
NSLNISP-EQ,44.0,43.78,42.26,52.22,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:06:42
HDFCBSE500-EQ,38.3,37.55,36.94,59.36,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:06:44
HIMATSEIDE-EQ,76.16,81.85,91.71,34.42,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:06:46
AEROENTER-EQ,129.29,122.37,97.2,56.43,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:06:47
RUCHIRA-EQ,105.33,108.96,112.66,41.2,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:06:51
GOLDIAM-EQ,372.85,352.37,295.96,56.61,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:06:58
CSBBANK-EQ,319.0,342.48,383.67,36.28,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:07:00
COALINDIA-EQ,408.75,427.05,434.76,31.49,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:07:04
MASFIN-EQ,305.0,313.11,315.62,43.36,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:07:06
MARATHON-EQ,373.3,398.71,450.65,37.18,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:07:09
EIHAHOTELS-EQ,292.85,312.47,323.87,33.97,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:07:11
KANPRPLA-EQ,234.1,205.98,192.94,69.23,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:07:15
IREDA-EQ,117.8,122.23,126.72,37.63,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:07:16
ANIKINDS-EQ,40.09,43.1,45.11,38.58,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:07:25
COHANCE-EQ,444.35,435.9,412.96,53.44,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:07:26
LTGILTBEES-EQ,30.05,29.86,29.4,59.4,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:07:27
KOKUYOCMLN-EQ,81.51,85.75,85.89,39.17,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:07:30
CAPACITE-EQ,209.05,224.27,234.45,38.7,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:07:37
SCILAL-EQ,40.6,42.41,44.42,35.49,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:07:40
SMALLCAP-EQ,48.55,46.99,44.05,64.52,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:07:43
PALASHSECU-EQ,89.0,90.84,95.37,47.38,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:07:45
DYNPRO-EQ,263.5,246.24,236.9,63.34,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:07:47
HFCL-EQ,221.52,200.74,126.83,60.44,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:07:48
KRONOX-EQ,173.93,154.29,136.38,69.7,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:07:54
MANCREDIT-EQ,243.44,229.41,190.0,55.02,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:07:55
LICNMID100-EQ,64.52,62.91,60.44,64.21,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:07:57
MIDSMALL-EQ,52.55,51.08,48.8,67.2,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:07:58
PANAMAPET-EQ,480.55,445.98,337.62,53.72,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:07:59
BCLIND-EQ,37.48,35.87,32.59,58.75,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:08:01
ADL-EQ,70.21,71.41,72.21,47.86,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,167,2026-08-12 20:08:02
IXIGO-EQ,178.37,191.33,194.3,40.22,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:08:03
NCC-EQ,143.41,144.87,150.24,48.99,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:08:05
CPSEETF-EQ,93.86,96.27,98.56,32.64,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:08:09
ELGIRUBCO-EQ,58.62,56.58,48.1,51.39,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:08:10
NAVNETEDUL-EQ,134.15,139.5,142.65,42.74,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:08:15
WONDERLA-EQ,470.05,481.72,500.98,43.95,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:08:20
GODAVARIB-EQ,261.6,269.96,283.19,47.64,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:08:22
JTEKTINDIA-EQ,139.49,137.69,136.67,52.3,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:08:23
MOCAPITAL-EQ,53.69,53.66,50.48,51.2,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:08:25
STARPAPER-EQ,153.0,145.94,144.67,63.56,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:08:30
SCI-EQ,298.8,292.75,268.19,55.11,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:08:33
MOMENTUM50-EQ,54.77,52.96,51.73,67.83,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:08:37
JINDALSAW-EQ,269.55,259.75,216.44,55.86,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:08:40
WINDMACHIN-EQ,306.45,296.29,276.76,58.25,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:08:44
ZUARI-EQ,219.45,228.86,242.0,37.46,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:08:45
ZENITHEXPO-EQ,238.52,207.31,205.98,67.02,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,165,2026-08-12 20:08:47
RITES-EQ,223.5,219.61,216.84,52.11,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:08:50
KRISHIVAL-EQ,405.0,393.64,365.41,62.0,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:08:51
TOKYOPLAST-EQ,79.99,82.05,89.01,46.41,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:08:54
TMCV-EQ,457.05,425.91,424.49,66.0,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:08:57
BHEL-EQ,420.0,404.02,333.7,57.76,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:08:59
MOALPHA50-EQ,56.4,54.01,51.12,66.91,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:09:05
GROWW-EQ,197.28,196.96,181.92,50.89,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:09:09
GANESHCP-EQ,162.0,178.76,193.45,32.8,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:09:12
TRUALT-EQ,459.9,452.1,431.69,54.47,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:09:14
HEALTHAXIS-EQ,169.42,166.17,154.61,59.19,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:09:18
MON50EQUAL-EQ,34.65,33.53,32.93,68.16,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:09:20
NORBTEAEXP-EQ,62.0,69.19,79.08,35.36,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,166,2026-08-12 20:09:25
MADRASFERT-EQ,65.16,67.37,69.36,38.22,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:09:28
MAFANG-EQ,208.88,196.08,178.3,67.47,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:09:29
SHRADHA-EQ,34.0,34.45,36.19,48.05,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:09:31
PDSL-EQ,379.4,353.67,327.08,61.99,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:09:35
MSCIINDIA-EQ,30.35,29.9,29.77,59.0,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:09:38
BAJAJINDEF-EQ,234.9,239.98,271.03,48.24,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:09:40
BIOFILCHEM-EQ,32.45,33.27,33.29,44.13,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:09:42
PRECWIRE-EQ,422.3,392.46,337.25,60.8,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:09:43
KOTHARIPET-EQ,151.0,135.7,125.45,66.45,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:09:45
BHARATSE-EQ,235.29,218.99,187.35,57.99,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:09:49
TMPV-EQ,342.0,344.55,351.6,49.42,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:09:51
BALMLAWRIE-EQ,174.43,177.14,177.17,45.55,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:09:54
ACMESOLAR-EQ,372.6,363.19,290.57,52.91,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:09:57
ISHANCH-EQ,50.44,53.7,58.62,40.88,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:09:59
FCL-EQ,42.65,39.27,29.91,60.23,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:10:06
SHANTIGOLD-EQ,230.2,218.5,207.31,65.66,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:10:07
MOMNC-EQ,33.8,32.78,31.23,67.4,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,167,2026-08-12 20:10:11
TATACAP-EQ,367.05,354.84,338.03,56.31,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:10:13
SHIVAUM-EQ,448.3,407.55,344.19,62.16,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,150,2026-08-12 20:10:16
VIKRAN-EQ,66.12,72.02,75.7,34.53,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:10:18
AEQUS-EQ,236.76,229.31,177.83,52.37,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,166,2026-08-12 20:10:27
SHRINGARMS-EQ,229.71,223.69,216.76,57.65,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:10:28
MOIPO-EQ,48.49,46.52,44.19,68.18,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,167,2026-08-12 20:10:31
UGROCAP-EQ,93.27,96.43,115.82,41.75,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:10:38
ABSLNN50ET-EQ,78.4,76.36,73.07,65.45,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:10:41
JKIPL-EQ,100.0,98.06,85.83,52.79,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:10:42
ADVENTHTL-EQ,143.66,145.89,170.21,45.54,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:10:44
WAKEFIT-EQ,122.87,127.84,152.47,43.18,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,163,2026-08-12 20:10:48
LATENTVIEW-EQ,290.05,300.53,341.3,42.39,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:10:49
CRAMC-EQ,257.8,257.95,259.89,47.89,SELL,100.0,Close below SMMA20; SMMA20 below SMMA120; RSI bearish range,168,2026-08-12 20:10:51
LTGILTCASE-EQ,30.64,30.42,29.96,63.32,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:10:52
MONARCH-EQ,377.75,365.97,316.0,52.96,BUY,100.0,Close above SMMA20; SMMA20 above SMMA120; RSI bullish range,168,2026-08-12 20:10:56
