Stock,Symbol,LTP,Price,Bid Price,Bid Quantity,Ask Price,Ask Quantity,Total Buy Quantity,Total Sell Quantity,Last Trade Quantity,Trade Volume,Average Price,SMMA20,SMMA120,RSI,ETQ 5m,ETQ 20m,ETQ 60m,Average LTP 20m,Average LTP 60m,Crossover,Crossover Price,Signal,Confidence,Liquidity Pass,LTP Pass,Reasons,Scan Time
CAPITALSFB,CAPITALSFB-EQ,291.8,291.8,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7573.0,291.98,291.62545550009986,271.09808595085184,41.90954773869345,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:53:57
MUNJALSHOW,MUNJALSHOW-EQ,132.39,132.39,132.39,200.0,0.0,0.0,200.0,0.0,29.0,33323.0,133.51,134.60203058524877,128.36782399328555,42.96348812477847,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:54:02
NIFTY1,NIFTY1-EQ,270.87,270.87,0.0,0.0,270.87,4.0,0.0,4.0,42.0,82693.0,270.76,268.1837284740689,270.6494602982927,71.95121951219505,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 17:54:05
BHARATWIRE,BHARATWIRE-EQ,187.2,187.2,0.0,0.0,187.2,25.0,0.0,25.0,23.0,174138.0,188.14,202.91252379003305,193.13165752300395,44.27737484521493,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:54:07
ITIETF,ITIETF-EQ,34.68,34.68,0.0,0.0,34.68,780.0,0.0,780.0,220.0,2350345.0,34.73,33.01262029491847,35.04321259369445,73.07086614173232,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 17:54:12
INDTERRAIN,INDTERRAIN-EQ,31.31,31.31,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22600.0,31.57,31.105335995683582,32.084254226295066,64.33756805807622,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:54:14
BLSE,BLSE-EQ,316.65,316.65,0.0,0.0,0.0,0.0,0.0,0.0,50.0,743991.0,317.07,275.98867217346645,208.1176973991675,78.38992099081787,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:54:16
WSI,WSI-EQ,58.99,58.99,58.99,21.0,0.0,0.0,21.0,0.0,7.0,103443.0,57.17,62.82591983468723,71.80134102260196,35.53431798436144,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:54:19
EDELWEISS,EDELWEISS-EQ,118.9,118.9,0.0,0.0,118.9,946.0,0.0,946.0,100.0,1403486.0,118.55,118.21975000737557,113.9541779324505,58.49969751966125,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:54:24
LORDSCHLO,LORDSCHLO-EQ,137.71,137.71,137.71,1.0,0.0,0.0,1.0,0.0,5.0,14114.0,138.19,141.3290850260521,142.1816719742291,42.07833103719743,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:54:27
DELTACORP,DELTACORP-EQ,60.71,60.71,0.0,0.0,60.71,7896.0,0.0,7896.0,100.0,2262213.0,61.46,64.12151444486167,65.30474793186637,38.151041666666664,,,,,,SELL,63.46,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:54:29
GOPAL,GOPAL-EQ,273.4,273.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,241136.0,276.51,272.8721216105028,288.83250299915073,72.12205270457707,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 17:54:33
AJMERA,AJMERA-EQ,117.48,117.48,0.0,0.0,117.48,257.0,0.0,257.0,6.0,362536.0,118.34,126.25479202588706,137.7980171050227,40.35689773507208,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:54:35
ATALREAL,ATALREAL-EQ,35.34,35.34,35.34,1916.0,0.0,0.0,1916.0,0.0,300.0,13344621.0,35.2,31.610737643508582,27.50039344385022,85.02415458937203,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:54:38
QGOLDHALF,QGOLDHALF-EQ,127.98,127.98,0.0,0.0,127.98,300.0,0.0,300.0,10.0,140458.0,127.18,120.58766913386619,122.23042395912125,76.44295302013421,,,,,,SELL,115.67,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 17:54:40
RBA,RBA-EQ,93.82,93.82,0.0,0.0,93.82,264.0,0.0,264.0,500.0,5706033.0,93.78,75.98186003873101,67.68064202094813,85.30273437500003,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:54:42
EPACK,EPACK-EQ,212.22,212.22,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1222863.0,216.82,232.6351326779436,245.13203147482352,26.167512690355295,,,,,,NONE,,SELL,85.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI is strongly oversold']",2026-08-12 17:54:45
SENCO,SENCO-EQ,345.65,345.65,345.65,1726.0,0.0,0.0,1726.0,0.0,20.0,7359766.0,357.91,372.8004405763027,336.0442276389073,37.264742785445414,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:54:48
IKIO,IKIO-EQ,214.9,214.9,214.9,2099.0,0.0,0.0,2099.0,0.0,85.0,598092.0,211.94,194.27134587792784,164.52457557184795,58.24386503067484,,,,,,BUY,162.37,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:54:50
V2RETAIL,V2RETAIL-EQ,219.82,219.82,0.0,0.0,219.82,66.0,0.0,66.0,74.0,566703.0,221.55,222.45520765349028,214.5924554339863,49.24389298177586,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:54:52
RUBFILA,RUBFILA-EQ,68.59,68.59,68.59,85.0,0.0,0.0,85.0,0.0,15.0,119162.0,70.01,72.60084761733357,71.30669459577754,37.706855791962155,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:55:01
DYCL,DYCL-EQ,454.0,454.0,0.0,0.0,454.0,17.0,0.0,17.0,25.0,1716733.0,455.09,389.6732326662456,335.16686733112084,68.26484018264838,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:55:03
SETFNIF50,SETFNIF50-EQ,262.98,262.98,0.0,0.0,0.0,0.0,0.0,0.0,2.0,717458.0,262.29,260.2646000111444,262.6140309882534,70.81922816519952,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 17:55:05
AGRITECH,AGRITECH-EQ,107.84,107.84,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2978.0,108.83,111.74521429817639,121.89332990662992,39.860997547015536,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:55:08
PODDARMENT,PODDARMENT-EQ,263.55,263.55,0.0,0.0,263.55,65.0,0.0,65.0,2.0,7117.0,267.48,253.2486693285564,248.1562977916186,49.60010489052051,,,,,,BUY,265.52,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:55:10
STYLEBAAZA,STYLEBAAZA-EQ,351.3,351.3,351.3,108.0,0.0,0.0,108.0,0.0,5.0,985489.0,349.84,306.80950350496323,311.2134085959129,83.56704645048207,,,,,,SELL,274.7,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 17:55:13
HUHTAMAKI,HUHTAMAKI-EQ,278.4,278.4,278.4,3137.0,0.0,0.0,3137.0,0.0,2.0,266172.0,280.84,253.28661287360393,200.61127973027868,41.65934259096501,,,,,,BUY,215.63,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:55:15
HEIDELBERG,HEIDELBERG-EQ,155.12,155.12,155.12,60.0,0.0,0.0,60.0,0.0,3.0,31064.0,154.43,156.05093366265402,159.95046132812894,47.69900497512444,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:55:21
OSWALAGRO,OSWALAGRO-EQ,37.4,37.4,0.0,0.0,37.4,1950.0,0.0,1950.0,19.0,41103.0,37.3,40.40045472962194,46.67581005126697,51.69354838709679,,,,,,NONE,,SELL,50.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 17:55:23
MURUDCERA,MURUDCERA-EQ,31.8,31.8,0.0,0.0,31.8,1000.0,0.0,1000.0,211.0,36313.0,31.85,31.319081661796496,32.25777634309312,70.14925373134321,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 17:55:26
SANSTAR,SANSTAR-EQ,111.92,111.92,111.92,1039.0,0.0,0.0,1039.0,0.0,50.0,130754.0,111.31,112.44783857669688,99.09046381191855,60.49947238832219,,,,,,NONE,,HOLD,25.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:55:28
MOVALUE,MOVALUE-EQ,115.78,115.78,0.0,0.0,0.0,0.0,0.0,0.0,80.0,75227.0,115.42,114.88078575239679,116.31766744020764,66.71755725190842,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:55:31
STCINDIA,STCINDIA-EQ,117.37,117.37,0.0,0.0,117.37,542.0,0.0,542.0,3.0,44119.0,118.56,120.50504224334331,118.97695704306797,51.74870466321246,,,,,,BUY,121.97,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 17:55:33
ASHOKA,ASHOKA-EQ,113.9,113.9,113.9,782.0,0.0,0.0,782.0,0.0,518.0,1312834.0,113.99,123.61890034304238,135.2973133466885,27.378640776699,,,,,,NONE,,SELL,85.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI is strongly oversold']",2026-08-12 17:55:35
KIOCL,KIOCL-EQ,395.4,395.4,0.0,0.0,395.4,347.0,0.0,347.0,43.0,309155.0,400.04,381.4777486756517,370.06134007640475,74.67930842163969,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:55:43
BEDMUTHA,BEDMUTHA-EQ,117.16,117.16,117.16,140.0,0.0,0.0,140.0,0.0,1.0,4681.0,116.59,110.78745529769624,114.43872251599963,68.08259587020649,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:55:49
CONFIPET,CONFIPET-EQ,73.82,73.82,0.0,0.0,73.82,13419.0,0.0,13419.0,100.0,4555642.0,74.8,75.45856726603503,53.409202406771186,49.04805077062555,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:55:55
SATIA,SATIA-EQ,61.53,61.53,0.0,0.0,0.0,0.0,0.0,0.0,62.0,53459.0,61.08,59.979015046703616,62.03721324916521,45.6738768718802,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:55:57
KARURVYSYA,KARURVYSYA-EQ,338.8,338.8,338.8,1953.0,0.0,0.0,1953.0,0.0,40.0,1752090.0,336.78,320.9979713834702,295.22551800061206,52.486910994764436,,,,,,NONE,,BUY,70.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 17:56:03
INTENTECH,INTENTECH-EQ,81.44,81.44,0.0,0.0,81.44,63.0,0.0,63.0,300.0,9550.0,81.7,90.21367874125804,100.70954875785482,31.064503363672344,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:56:06
KAYA,KAYA-EQ,306.7,306.7,306.7,17.0,0.0,0.0,17.0,0.0,5.0,185323.0,308.07,265.10770593257223,294.0847255367981,70.91042123967809,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 17:56:15
MAXESTATES,MAXESTATES-EQ,420.65,420.65,0.0,0.0,420.65,46.0,0.0,46.0,1.0,59253.0,419.15,413.73875853455246,410.6195261993598,68.26318335752299,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:56:17
FEDFINA,FEDFINA-EQ,151.84,151.84,151.84,112.0,0.0,0.0,112.0,0.0,5.0,879332.0,152.86,152.94977213847534,147.85979942666734,52.91943828529196,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 17:56:20
UGARSUGAR,UGARSUGAR-EQ,44.15,44.15,0.0,0.0,0.0,0.0,0.0,0.0,10.0,219969.0,44.23,41.85316532769734,40.28325486860381,61.620866325104814,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:56:22
UFLEX,UFLEX-EQ,497.75,497.75,0.0,0.0,497.75,29.0,0.0,29.0,1.0,72505.0,498.89,460.2001290305352,446.19911447367093,57.7922077922078,,,,,,BUY,478.75,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:56:24
CANTABIL,CANTABIL-EQ,228.63,228.63,0.0,0.0,0.0,0.0,0.0,0.0,15.0,64738.0,228.51,240.0540186477113,251.6703684116904,33.91554278133981,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:56:27
NIFTY100EW,NIFTY100EW-EQ,35.71,35.71,35.71,10.0,0.0,0.0,10.0,0.0,58.0,50709.0,35.77,35.10329625631668,34.01947685030553,78.73563218390814,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:56:29
NEXT30ADD,NEXT30ADD-EQ,43.88,43.88,0.0,0.0,0.0,0.0,0.0,0.0,9111.0,11427.0,43.88,42.821360957642256,41.3669217958878,77.50865051903133,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:56:31
NAZARA,NAZARA-EQ,352.2,352.2,352.2,3068.0,0.0,0.0,3068.0,0.0,1.0,674988.0,353.27,317.4492420996748,278.0760717065043,90.33057851239674,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:56:34
DELTAMAGNT,DELTAMAGNT-EQ,58.14,58.14,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1222.0,58.48,58.91932450585102,61.30145158053967,50.52573325954621,,,,,,NONE,,SELL,50.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 17:56:36
APOLLO,APOLLO-EQ,379.85,379.85,0.0,0.0,379.85,8154.0,0.0,8154.0,5.0,3532851.0,383.51,392.65893455275193,307.88211877116856,39.83105912930475,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:56:39
GENUSPOWER,GENUSPOWER-EQ,304.95,304.95,0.0,0.0,304.95,182.0,0.0,182.0,5.0,1569937.0,305.75,312.3498171817722,292.55273164393356,39.99999999999999,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:56:41
ITAXIS,ITAXIS-EQ,346.37,346.37,346.37,10.0,0.0,0.0,10.0,0.0,2.0,5360.0,345.08,327.92280777456176,347.96661892800114,82.99086757990868,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 17:56:43
KRISHANA,KRISHANA-EQ,186.45,186.45,0.0,0.0,0.0,0.0,0.0,0.0,151.0,388061.0,186.91,158.77143975965745,123.9435686561424,81.25000000000003,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:56:46
RTNINDIA,RTNINDIA-EQ,30.26,30.26,0.0,0.0,30.26,10840.0,0.0,10840.0,5.0,2641745.0,30.45,32.50748111308014,34.147976398832654,41.05113636363636,,,,,,SELL,32.79,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:56:48
PRECAM,PRECAM-EQ,134.83,134.83,0.0,0.0,134.83,19.0,0.0,19.0,1.0,178282.0,135.3,143.89402187314008,146.3337547652376,42.71844660194177,,,,,,SELL,138.28,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:56:51
DAMCAPITAL,DAMCAPITAL-EQ,146.15,146.15,146.15,114.0,0.0,0.0,114.0,0.0,5.0,577422.0,146.26,153.92417236939835,162.86102261578995,26.64218686250517,,,,,,NONE,,SELL,85.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI is strongly oversold']",2026-08-12 17:56:53
SETL,SETL-EQ,300.05,300.05,0.0,0.0,300.05,10339.0,0.0,10339.0,1.0,1920788.0,298.36,258.060163792833,172.07527788505254,56.95329087048832,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:56:55
ROSSELLIND,ROSSELLIND-EQ,56.97,56.97,0.0,0.0,56.97,1450.0,0.0,1450.0,269.0,6134.0,56.65,57.37264714667852,52.006494239290454,35.08424182358772,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:56:58
SAMMAANCAP,SAMMAANCAP-EQ,160.79,160.79,0.0,0.0,160.79,59054.0,0.0,59054.0,180.0,6698353.0,161.03,164.11197799728382,154.2534854306434,54.43510737628384,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 17:57:01
SUKHJITS,SUKHJITS-EQ,161.57,161.57,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8040.0,161.28,167.3301069775936,172.73259738390453,48.938795656465956,,,,,,SELL,160.76,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:57:03
POONAWALLA,POONAWALLA-EQ,484.1,484.1,0.0,0.0,484.1,3073.0,0.0,3073.0,3.0,726456.0,485.15,461.14201240005696,438.4495403695136,58.581560283687956,,,,,,BUY,485.1,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:57:05
PPLPHARMA,PPLPHARMA-EQ,210.24,210.24,0.0,0.0,210.24,937.0,0.0,937.0,44.0,2720946.0,212.24,187.82070611039975,167.95840402492885,87.19959524411844,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:57:08
AFCONS,AFCONS-EQ,267.95,267.95,267.95,10298.0,0.0,0.0,10298.0,0.0,25.0,5079574.0,272.53,290.3051126728568,320.3683741394059,35.9111111111111,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:57:10
DJML,DJML-EQ,103.58,103.58,0.0,0.0,103.58,2461.0,0.0,2461.0,1.0,187294.0,104.87,109.83782335997394,93.00486320405402,41.08527131782945,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:57:17
GHCL,GHCL-EQ,431.35,431.35,0.0,0.0,431.35,98.0,0.0,98.0,2.0,86368.0,431.49,438.9185966176816,481.3562753938137,52.16881594372804,,,,,,NONE,,SELL,50.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 17:57:21
SPLIL,SPLIL-EQ,31.34,31.34,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5598.0,32.13,31.293640427990216,30.749764020649177,45.93837535014006,,,,,,BUY,32.02,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:57:23
SHOPERSTOP,SHOPERSTOP-EQ,423.9,423.9,0.0,0.0,423.9,4407.0,0.0,4407.0,50.0,38400.0,425.93,385.6976332117402,357.47091496959445,82.05510052122106,,,,,,BUY,360.05,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:57:26
GSFC,GSFC-EQ,160.69,160.69,160.69,318.0,0.0,0.0,318.0,0.0,182.0,905558.0,161.68,161.22627111824616,167.02589252324714,69.83713355048862,,,,,,NONE,,HOLD,35.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:57:28
CEWATER,CEWATER-EQ,261.0,261.0,261.0,2930.0,0.0,0.0,2930.0,0.0,100.0,247113.0,259.93,296.47421724423475,332.37780012847855,14.285714285714306,,,,,,NONE,,SELL,85.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI is strongly oversold']",2026-08-12 17:57:30
ORIENTELEC,ORIENTELEC-EQ,189.79,189.79,0.0,0.0,0.0,0.0,0.0,0.0,73.0,236890.0,189.55,178.68158567260883,176.87627156920934,71.19329673504767,,,,,,BUY,189.18,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:57:33
MOBIKWIK,MOBIKWIK-EQ,207.01,207.01,207.01,153.0,0.0,0.0,153.0,0.0,20.0,666651.0,209.04,205.44808427533673,205.83923283524985,51.07428731919674,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 17:57:35
DENTA,DENTA-EQ,323.1,323.1,323.1,561.0,0.0,0.0,561.0,0.0,49.0,146211.0,325.72,327.5298594897357,293.181861795003,45.555555555555564,,,,,,BUY,331.45,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:57:38
SHK,SHK-EQ,170.89,170.89,170.89,8881.0,0.0,0.0,8881.0,0.0,100.0,675184.0,173.44,149.4383950101161,146.8546326824231,76.16991883957866,,,,,,BUY,170.89,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:57:40
PRSMJOHNSN,PRSMJOHNSN-EQ,106.04,106.04,0.0,0.0,106.04,229.0,0.0,229.0,1.0,685755.0,106.66,112.3229076301787,122.61780283074064,45.47945205479454,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:57:43
DCXINDIA,DCXINDIA-EQ,177.01,177.01,0.0,0.0,177.01,3438.0,0.0,3438.0,10.0,372578.0,177.34,186.3502183888054,184.78216806151704,45.135510771368985,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:57:45
REDINGTON,REDINGTON-EQ,339.4,339.4,339.4,2332.0,0.0,0.0,2332.0,0.0,8.0,3024132.0,345.92,296.9441651068271,258.8007576434236,82.05553253211767,,,,,,BUY,276.18,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:57:49
EMBDL,EMBDL-EQ,61.96,61.96,61.96,388.0,0.0,0.0,388.0,0.0,100.0,3861184.0,62.66,62.257431085552035,61.055073204549494,52.36396074933096,,,,,,BUY,61.67,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 17:57:51
SIMPLEXINF,SIMPLEXINF-EQ,252.31,252.31,0.0,0.0,252.31,13.0,0.0,13.0,55.0,173405.0,254.42,247.0638249442964,231.06022198631914,63.40720690238538,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 17:57:53
SDBL,SDBL-EQ,71.5,71.5,71.5,1000.0,0.0,0.0,1000.0,0.0,50.0,1604785.0,70.72,72.67611666319833,82.86663832040838,43.86422976501308,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 17:57:56
MUTHOOTCAP,MUTHOOTCAP-EQ,259.83,259.83,0.0,0.0,259.83,11.0,0.0,11.0,16.0,11817.0,260.23,228.37873706137847,224.78502721782402,83.63323423564393,,,,,,BUY,256.12,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 17:57:58
ATLASCYCLE,ATLASCYCLE-EQ,96.98,96.98,96.98,3.0,0.0,0.0,3.0,0.0,4.0,16769.0,98.22,98.0152578421667,96.24349616083485,45.48837209302326,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 17:58:04
