Stock,Symbol,LTP,Price,Bid Price,Bid Quantity,Ask Price,Ask Quantity,Total Buy Quantity,Total Sell Quantity,Last Trade Quantity,Trade Volume,Average Price,SMMA20,SMMA120,RSI,ETQ 5m,ETQ 20m,ETQ 60m,Average LTP 20m,Average LTP 60m,Crossover,Crossover Price,Signal,Confidence,Liquidity Pass,LTP Pass,Reasons,Scan Time
IITL,IITL-EQ,146.68,146.68,0.0,0.0,0.0,0.0,0.0,0.0,13.0,101140.0,145.76,138.03822075476037,144.27292159067494,65.05702858835728,,,,,,SELL,138.03,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:28:05
UNIONBANK,UNIONBANK-EQ,187.0,187.0,0.0,0.0,187.0,89812.0,0.0,89812.0,40.0,22005359.0,186.01,173.34753950186592,172.1619558487583,81.63265306122447,,,,,,BUY,181.14,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 18:28:08
SJVN,SJVN-EQ,67.11,67.11,0.0,0.0,67.11,3204.0,0.0,3204.0,4.0,1127777.0,67.16,69.83751594584072,72.88624759734451,45.53990610328632,,,,,,SELL,73.67,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:28:10
SECMARK,SECMARK-EQ,127.77,127.77,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2691.0,124.75,125.5127524794445,119.09249287772782,47.420367877972176,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:28:13
UNIENTER,UNIENTER-EQ,97.08,97.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3945.0,96.84,101.08637933087996,111.34270826352642,44.189016602809716,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:28:15
CGCL,CGCL-EQ,228.75,228.75,228.75,347.0,0.0,0.0,347.0,0.0,21.0,2592162.0,229.96,230.78288730842542,196.15767694773143,41.482578000455476,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:28:17
TERASOFT,TERASOFT-EQ,370.65,370.65,370.65,295.0,0.0,0.0,295.0,0.0,5.0,126604.0,370.43,397.3905822476237,387.58726691233795,46.24035989717222,,,,,,BUY,437.65,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:28:21
KCP,KCP-EQ,152.99,152.99,0.0,0.0,0.0,0.0,0.0,0.0,2.0,73619.0,152.33,161.91069425800538,165.49986879055263,30.489671002295395,,,,,,SELL,152.97,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:28:23
PFC,PFC-EQ,376.5,376.5,376.5,2209.0,0.0,0.0,2209.0,0.0,400.0,12028949.0,377.39,414.5194354070544,409.1147835897722,26.71755725190843,,,,,,NONE,,HOLD,25.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI is strongly oversold']",2026-08-12 18:28:26
PSUBANK,PSUBANK-EQ,88.21,88.21,0.0,0.0,0.0,0.0,0.0,0.0,584.0,200641.0,87.9,84.89397814448022,86.0531332483033,78.0458383594693,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:28:28
GSEC10YEAR,GSEC10YEAR-EQ,30.65,30.65,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,2483.0,30.63,30.373041600761372,29.895766164643828,51.30890052356013,,,,,,NONE,,BUY,70.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 18:28:30
GMRAIRPORT,GMRAIRPORT-EQ,104.55,104.55,0.0,0.0,104.55,1548.0,0.0,1548.0,700.0,18618816.0,103.45,107.03575675342714,100.85275583915828,36.61071143085528,,,,,,BUY,100.32,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:28:33
DWARKESH,DWARKESH-EQ,41.56,41.56,41.56,1069.0,0.0,0.0,1069.0,0.0,100.0,683122.0,41.67,42.05046556248409,40.8716832513752,47.355003186743154,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:28:38
FMGOETZE,FMGOETZE-EQ,487.2,487.2,0.0,0.0,487.2,2.0,0.0,2.0,1.0,28850.0,487.0,471.57448610134225,445.39277742211067,59.88083416087388,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:28:41
BVCL,BVCL-EQ,41.25,41.25,0.0,0.0,41.25,796.0,0.0,796.0,63.0,7283.0,41.21,41.69103999372315,42.27312620061153,50.20408163265307,,,,,,NONE,,SELL,50.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 18:28:43
NSLNISP,NSLNISP-EQ,44.0,44.0,0.0,0.0,44.0,54589.0,0.0,54589.0,11.0,2802778.0,44.13,43.779725642602465,42.26207338244246,66.43356643356641,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:28:50
LAOPALA,LAOPALA-EQ,189.83,189.83,0.0,0.0,189.83,197.0,0.0,197.0,3.0,212255.0,189.08,185.7848734857987,187.8806859959374,52.108262108262096,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 18:28:59
HDFCBSE500,HDFCBSE500-EQ,38.22,38.22,0.0,0.0,38.22,500.0,0.0,500.0,4475.0,879737.0,38.05,37.54894412022341,36.943532533953295,73.47670250896061,,,,,,BUY,37.72,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 18:29:06
HIMATSEIDE,HIMATSEIDE-EQ,76.16,76.16,0.0,0.0,0.0,0.0,0.0,0.0,50.0,417971.0,76.7,81.84949702523902,91.70929888464192,31.732776617954045,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:29:08
AEROENTER,AEROENTER-EQ,129.29,129.29,0.0,0.0,129.29,6611.0,0.0,6611.0,939.0,1019988.0,131.01,122.36540413785409,97.19791413581106,57.59679572763685,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:29:10
NITCO,NITCO-EQ,96.81,96.81,96.81,85.0,0.0,0.0,85.0,0.0,85.0,647580.0,95.59,103.41129131461719,92.81491448175201,40.08687558175613,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:29:16
EMKAY,EMKAY-EQ,246.85,246.85,0.0,0.0,246.85,2986.0,0.0,2986.0,29.0,48493.0,241.39,249.00002016035555,247.21453748732444,59.22266139657446,,,,,,BUY,290.69,HOLD,25.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:29:18
RUCHIRA,RUCHIRA-EQ,105.89,105.89,0.0,0.0,105.89,198.0,0.0,198.0,280.0,105207.0,107.26,108.9580350922298,112.65547672379564,43.13627254509019,,,,,,SELL,110.52,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:29:21
HGS,HGS-EQ,406.75,406.75,406.75,52.0,0.0,0.0,52.0,0.0,50.0,19030.0,407.94,420.7396163213558,412.42561539066395,33.705932932072244,,,,,,BUY,427.2,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:29:23
THEMISMED,THEMISMED-EQ,108.64,108.64,0.0,0.0,108.64,3055.0,0.0,3055.0,200.0,83197.0,110.86,109.73331189420082,97.61275514070651,51.10995037868896,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 18:29:29
MANOMAY,MANOMAY-EQ,216.56,216.56,0.0,0.0,216.56,2169.0,0.0,2169.0,1.0,73452.0,216.01,200.27724680015825,205.78069437748894,76.32743362831852,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:29:31
MAANALU,MAANALU-EQ,125.01,125.01,125.01,50.0,0.0,0.0,50.0,0.0,8.0,148917.0,127.57,123.35861370277989,137.31468489937686,64.52787895769126,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:29:34
GOLDIAM,GOLDIAM-EQ,372.85,372.85,372.85,227.0,0.0,0.0,227.0,0.0,6.0,898754.0,374.52,352.36823332108617,295.9633242942198,62.47582205029016,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:29:36
CSBBANK,CSBBANK-EQ,319.2,319.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,247247.0,318.92,342.47999215543234,383.6653367356076,33.06808134394345,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:29:38
GPTINFRA,GPTINFRA-EQ,118.87,118.87,0.0,0.0,118.87,1.0,0.0,1.0,1.0,104185.0,118.0,119.03781269673502,114.323612926029,54.872881355932215,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 18:29:41
SENSEXETF,SENSEXETF-EQ,80.44,80.44,0.0,0.0,0.0,0.0,0.0,0.0,43.0,25034.0,80.28,79.82940131059878,81.0759944288761,60.813308687615525,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:29:44
COALINDIA,COALINDIA-EQ,409.3,409.3,0.0,0.0,409.3,4409.0,0.0,4409.0,4.0,4089147.0,409.91,427.05236012397944,434.76062506708433,29.109589041095944,,,,,,SELL,410.05,SELL,85.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI is strongly oversold']",2026-08-12 18:29:46
BHAGYANGR,BHAGYANGR-EQ,379.1,379.1,0.0,0.0,379.1,80.0,0.0,80.0,7.0,76254.0,380.13,374.1214944236118,253.19406448417845,41.517561298873424,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:29:48
MASFIN,MASFIN-EQ,302.85,302.85,0.0,0.0,0.0,0.0,0.0,0.0,306.0,80187.0,302.79,313.1081141644224,315.6220845965689,41.150442477876105,,,,,,SELL,307.2,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:29:51
LICNFNHGP,LICNFNHGP-EQ,280.95,280.95,0.0,0.0,0.0,0.0,0.0,0.0,10.0,199.0,279.97,276.67722118034106,276.70449734520497,61.98704103671702,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:29:53
MARATHON,MARATHON-EQ,373.3,373.3,373.3,13.0,0.0,0.0,13.0,0.0,1.0,34628.0,375.9,398.7090478842305,450.6500071700999,43.448275862068975,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:29:59
EIHAHOTELS,EIHAHOTELS-EQ,292.85,292.85,0.0,0.0,292.85,36.0,0.0,36.0,17.0,9539.0,293.72,312.4707574429434,323.86811907624417,36.616161616161634,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:30:04
VPRPL,VPRPL-EQ,37.25,37.25,0.0,0.0,37.25,11418.0,0.0,11418.0,40.0,2270413.0,37.1,30.37285195274246,40.30513560250778,72.56800368833564,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:30:07
NACLIND,NACLIND-EQ,171.27,171.27,171.27,263.0,0.0,0.0,263.0,0.0,1.0,503552.0,172.44,190.54567122184773,167.5808979022594,31.364922206506364,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:30:09
KANPRPLA,KANPRPLA-EQ,232.45,232.45,0.0,0.0,232.45,19.0,0.0,19.0,120.0,101318.0,227.27,205.97613397632298,192.9350348905188,65.83400483481063,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:30:15
IREDA,IREDA-EQ,117.8,117.8,117.8,1893.0,0.0,0.0,1893.0,0.0,100.0,4344077.0,117.68,122.23461642549435,126.71754917180711,43.25757575757575,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:30:17
BECTORFOOD,BECTORFOOD-EQ,242.35,242.35,0.0,0.0,242.35,1152.0,0.0,1152.0,205.0,2242467.0,238.76,202.8332278259402,204.01154071407112,79.30235726938275,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:30:20
JLHL,JLHL-EQ,306.25,306.25,0.0,0.0,306.25,1251.0,0.0,1251.0,9.0,195568.0,309.65,304.3770334377663,272.6707980014948,42.93193717277488,,,,,,BUY,265.2,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:30:22
ITBEES,ITBEES-EQ,34.65,34.65,34.65,4530.0,0.0,0.0,4530.0,0.0,500.0,13117804.0,34.71,33.01930485480469,35.06133271668353,74.37185929648246,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:30:25
IONEXCHANG,IONEXCHANG-EQ,376.85,376.85,376.85,634.0,0.0,0.0,634.0,0.0,1.0,266067.0,377.7,405.6259628282644,381.84244753865283,34.891089108910876,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:30:27
AHLADA,AHLADA-EQ,41.45,41.45,41.45,11.0,0.0,0.0,11.0,0.0,4.0,35520.0,40.91,38.698764200215784,43.51401627796277,69.03499469777307,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:30:29
ANIKINDS,ANIKINDS-EQ,40.09,40.09,40.09,801.0,0.0,0.0,801.0,0.0,167.0,41347.0,41.07,43.09761331256989,45.108615072293354,46.98703279938978,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:30:32
COHANCE,COHANCE-EQ,444.35,444.35,0.0,0.0,444.35,1648.0,0.0,1648.0,1.0,517907.0,450.54,435.8964780966943,412.95842806180127,62.45103525461667,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:30:34
LTGILTBEES,LTGILTBEES-EQ,30.05,30.05,30.05,22.0,0.0,0.0,22.0,0.0,4978.0,613477.0,30.04,29.859608985451978,29.401675286094253,69.09090909090926,,,,,,BUY,29.49,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:30:36
RGL,RGL-EQ,110.14,110.14,0.0,0.0,110.14,2701.0,0.0,2701.0,100.0,918270.0,111.18,116.3615676019554,112.84764890699121,39.50421940928271,,,,,,BUY,119.43,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:30:39
KOKUYOCMLN,KOKUYOCMLN-EQ,81.87,81.87,0.0,0.0,0.0,0.0,0.0,0.0,19.0,32420.0,81.72,85.74616974866606,85.89128522830451,43.41346153846154,,,,,,SELL,81.51,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:30:41
RVHL,RVHL-EQ,42.93,42.93,0.0,0.0,42.93,22.0,0.0,22.0,15.0,3059.0,42.92,44.42910618260566,44.09028917488952,31.639722863741298,,,,,,BUY,46.69,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:30:44
KABRAEXTRU,KABRAEXTRU-EQ,494.9,494.9,0.0,0.0,494.9,1007.0,0.0,1007.0,25.0,170668.0,505.82,365.2356583626336,262.4342439714353,72.12736502076602,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 18:30:46
BSLGOLDETF,BSLGOLDETF-EQ,134.53,134.53,0.0,0.0,0.0,0.0,0.0,0.0,91.0,2790558.0,134.31,127.9659153085297,129.8329728696527,78.90909090909086,,,,,,SELL,122.77,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:30:48
BALUFORGE,BALUFORGE-EQ,463.0,463.0,463.0,667.0,0.0,0.0,667.0,0.0,5.0,1012793.0,463.79,453.4928820015739,479.0360536648836,67.74744027303753,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:30:51
CAPACITE,CAPACITE-EQ,209.05,209.05,0.0,0.0,209.05,4506.0,0.0,4506.0,60.0,161399.0,209.47,224.2713804422212,234.45081209281955,44.629104175111486,,,,,,SELL,225.1,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:30:53
DCAL,DCAL-EQ,191.15,191.15,191.15,494.0,0.0,0.0,494.0,0.0,1.0,233026.0,190.17,187.98436211877774,194.0645618826807,63.47589952477935,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:30:56
SCILAL,SCILAL-EQ,40.6,40.6,40.6,600.0,0.0,0.0,600.0,0.0,400.0,126870.0,40.76,42.408622244121695,44.41538284754089,39.66597077244257,,,,,,SELL,43.79,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:31:01
APEX,APEX-EQ,366.75,366.75,0.0,0.0,366.75,6.0,0.0,6.0,3.0,101850.0,366.68,392.4123946916954,380.06331001844313,38.403614457831324,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:31:03
SMALLCAP,SMALLCAP-EQ,48.55,48.55,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1237553.0,48.54,46.98562985738651,44.04628272290323,71.5328467153285,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 18:31:09
MODIRUBBER,MODIRUBBER-EQ,120.85,120.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,789.0,120.34,125.6958583885411,124.27923438876437,47.436321534899115,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:31:11
PALASHSECU,PALASHSECU-EQ,89.62,89.62,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10054.0,89.88,90.83563232301847,95.36632604906171,47.633262260127935,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:31:14
DYNPRO,DYNPRO-EQ,262.1,262.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9164.0,262.96,246.23513558109707,236.89828312876352,72.90563687324826,,,,,,BUY,238.22,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 18:31:16
HFCL,HFCL-EQ,221.52,221.52,0.0,0.0,221.52,12606.0,0.0,12606.0,100.0,28062533.0,220.06,200.73629755004555,126.83449280819913,58.37663087403303,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:31:22
BFINVEST,BFINVEST-EQ,457.0,457.0,0.0,0.0,457.0,29.0,0.0,29.0,10.0,38808.0,460.53,459.30693189804094,419.10731184222357,52.76995305164318,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 18:31:28
GANGESSECU,GANGESSECU-EQ,118.31,118.31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5927.0,116.78,118.49309606057902,123.64234161526176,56.5807962529274,,,,,,NONE,,HOLD,35.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:31:30
NIFTYBETF,NIFTYBETF-EQ,250.72,250.72,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7618.0,249.96,248.678923582993,251.0326529724185,69.99351911860005,,,,,,NONE,,HOLD,25.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:31:32
KRONOX,KRONOX-EQ,173.93,173.93,0.0,0.0,173.93,547.0,0.0,547.0,50.0,717477.0,173.98,154.28684787184653,136.3816688092223,74.82694970004613,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 18:31:35
MANCREDIT,MANCREDIT-EQ,243.44,243.44,243.44,2095.0,0.0,0.0,2095.0,0.0,5.0,41301.0,245.11,229.41457385601356,190.00146807937546,62.01939729823345,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:31:37
LICNMID100,LICNMID100-EQ,64.51,64.51,0.0,0.0,0.0,0.0,0.0,0.0,39.0,3853.0,64.34,62.91079089989908,60.43514269514357,78.20224719101132,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 18:31:40
MIDSMALL,MIDSMALL-EQ,52.49,52.49,0.0,0.0,0.0,0.0,0.0,0.0,567.0,577422.0,52.44,51.07621314604674,48.80423882781546,86.25730994152048,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 18:31:42
PANAMAPET,PANAMAPET-EQ,480.55,480.55,480.55,2310.0,0.0,0.0,2310.0,0.0,500.0,11231024.0,528.04,445.98154702136446,337.6156020689818,45.984095427435385,,,,,,NONE,,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:31:44
BCLIND,BCLIND-EQ,37.48,37.48,37.48,17045.0,0.0,0.0,17045.0,0.0,200.0,606256.0,36.98,35.86905534423709,32.586451986796085,66.36245110821379,,,,,,NONE,,BUY,85.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:31:47
ADL,ADL-EQ,70.21,70.21,0.0,0.0,0.0,0.0,0.0,0.0,37.0,845.0,71.05,71.40861371173426,72.21306747200805,51.2112676056338,,,,,,SELL,71.0,SELL,50.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 18:31:49
IXIGO,IXIGO-EQ,178.37,178.37,0.0,0.0,178.37,665.0,0.0,665.0,9.0,465902.0,179.89,191.3269697078843,194.30189849887446,44.68379944570421,,,,,,NONE,,SELL,70.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows weak momentum']",2026-08-12 18:31:52
NCC,NCC-EQ,143.41,143.41,143.41,323.0,0.0,0.0,323.0,0.0,100.0,1041362.0,143.69,144.8716952587863,150.24458907019167,63.246610480029325,,,,,,SELL,149.51,HOLD,35.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI shows healthy bullish momentum']",2026-08-12 18:31:54
UEL,UEL-EQ,259.47,259.47,0.0,0.0,259.47,3096.0,0.0,3096.0,1.0,13502.0,259.47,169.04954258715105,154.44421611117684,91.07405014974456,,,,,,BUY,257.79,HOLD,50.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI is overbought']",2026-08-12 18:31:56
MUTHOOTMF,MUTHOOTMF-EQ,213.06,213.06,213.06,295.0,0.0,0.0,295.0,0.0,10.0,450472.0,214.96,224.85887590390016,191.8377406375712,31.06172178337127,,,,,,NONE,,HOLD,10.0,False,True,"['Price is below SMMA20', 'SMMA20 is above SMMA120', 'RSI shows weak momentum']",2026-08-12 18:31:59
CPSEETF,CPSEETF-EQ,93.86,93.86,93.86,9603.0,0.0,0.0,9603.0,0.0,1.0,1031400.0,93.6,96.2724590198393,98.55843036885895,21.83235867446382,,,,,,SELL,96.22,SELL,85.0,False,True,"['Price is below SMMA20', 'SMMA20 is below SMMA120', 'RSI is strongly oversold']",2026-08-12 18:32:01
ELGIRUBCO,ELGIRUBCO-EQ,58.81,58.81,0.0,0.0,58.81,10.0,0.0,10.0,117.0,83761.0,59.47,56.58138946970628,48.100926663322845,54.186521443158604,,,,,,NONE,,BUY,70.0,False,True,"['Price is above SMMA20', 'SMMA20 is above SMMA120', 'RSI shows mild bullish momentum']",2026-08-12 18:32:04
NIFTYAXIS,NIFTYAXIS-EQ,270.5,270.5,0.0,0.0,0.0,0.0,0.0,0.0,93.0,4328.0,270.04,267.44087830237476,269.97276691440425,70.06464445549457,,,,,,NONE,,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:32:06
SBISILVER,SBISILVER-EQ,231.39,231.39,231.39,89.0,0.0,0.0,89.0,0.0,540.0,1320008.0,230.19,222.1239918664356,235.94190611580365,75.11612475116125,,,,,,SELL,220.2,HOLD,10.0,False,True,"['Price is above SMMA20', 'SMMA20 is below SMMA120', 'RSI is overbought']",2026-08-12 18:32:10
